user_location,text
parallel universe ,"Weekend is calling, where is your Glasses... Don't be left lonely order now🔥🔥😁
 
Whiskey Glasses 
@Ksh. 1,200 for 6… https://t.co/MsqAmdyBss"
Thika,"Dm @2facekimani or call 0722698212 for this strong Mahogany doors and frames location Gikomba Nairobi
Group F raila… https://t.co/xp8YKDQXuy"
,There must be coexistence of friendship between man and plants. Remember the trees we plant provide alot of things… https://t.co/dPYGjlOKZc
,"@citizentvkenya Ruto's daughter is an ambassador, uhuru's sister's working (not sure where) oburu odinga(elected to… https://t.co/StRN1dbOY3"
"Nairobi, Kenya","James Orengo the same guy who found FAULTS with BBI now leads the BBI appeal team? This only means one thing, Raila… https://t.co/DBOMe6R1CM"
,"@NelsonHavi Dear General @NelsonHavi
The Incoming Westlands MP,

Kindly stop misusing the ocronym (ODM), it belongs… https://t.co/6VYeWqntbi"
"Nairobi, Kenya","ODM Dares Uhuru to Quit 'Handshake': 'Tired of Being The Gatekeeper'
#KiambaaNiKuriaNaKuria Orengo DP Ruto Ruiru… https://t.co/nSq4Ho079K"
,"Raila Odinga is/was supposed to host an investors conference for this @MaMo_ @jonathanmizero @RationalXi

Q. Does D… https://t.co/YupupjP7Ck"
"Nairobi,Kenya",Like her ID reads “Raila Odinga’s sister “ https://t.co/bkUySGc1f2
"syokimau,machakos","Hello Franks Tv Mounting  We have specialized in;

☆Tv wall mounting
☆Bike mount
☆Soundbar mount
☆Floating shelf in… https://t.co/RNZtbgaJGs"
 Migori county Kenya,"@MigunaTEAM Everybody  knows  James Orengo  from Tusker, Raymond  Kuria ,President  Uhuru Keny6 Raila  Odinga, Ruir… https://t.co/hgFSEySgFp"
,"ARE YOU A VICTIM OF SCAM? I WAS TOO UNTIL I TRIED THIS GUY 0790224907, I DOUBTED AT FIRST BUT NOW I ENJOY HIS WINNI… https://t.co/L1VwzhID6B"
"Nairobi, Kenya","📞0711845312 

✓Puma Joggers still available in stock
✓Sizes 40__45
✓Price 3500/-

💥We Deliver Countrywide free with… https://t.co/eOCVjbIRad"
"Rift Valley, Kenya","@busolomaareess Raila Odinga is the nepotist of all the times.
Page 345 of ""peeling back the mask""
#raila https://t.co/C7fkW0tvNG"
,The courts have their say and way indipendently.  It's therefore in-depth gratitude to all who have stood against R… https://t.co/VjM4CoV0Qn
"Nairobi, Kenya","Health Cabinet Secretary Mutahi Kagwe has appointed Wenwa Akinyi Odinga memberof @KEMRI_Kenya Board. 
Wenwa is a di… https://t.co/bdHe8J750b"
"Nairobi, Kenya","@citizentvkenya Was ""Raila Odinga's sister"" part necessary...she is as qualified as any other Kenyan...smh..but the… https://t.co/Mqe6T8A5Ym"
"Nairobi, Kenya","Raila Odinga’s sister Wenwa appointed member of KEMRI Board
https://t.co/muPAsUFAPL"
"Nairobi, Kenya","PHOTO of RAILA ODINGA’s wife, MAMA IDA, when she was young – This is True beauty. | E! NEWS Blog https://t.co/iHQQ8KGgpu via @TheKenyanPost"
,"Orengo Leading an Appeal Counsel Team at the Court of Appeal for BBI! 
It's Now Evident,you can't Separate Orengo f… https://t.co/2x5KDMuWZP"
,"ARE YOU A VICTIM OF SCAM? I WAS TOO UNTIL I TRIED THIS GUY 0790224907, I DOUBTED AT FIRST BUT NOW I ENJOY HIS WINNI… https://t.co/D8QNb1JtVx"
,"ARE YOU A VICTIM OF SCAM? I WAS TOO UNTIL I TRIED THIS GUY 0790224907, I DOUBTED AT FIRST BUT NOW I ENJOY HIS WINNI… https://t.co/CugnfizoIL"
,Dr Wenwa Akinyi Odinga who is ODM leader Raila Odinga's sister has been appointed to be a board member of the Kenya… https://t.co/sgW8t3ZyMe
"Nairobi, Kenya","PHOTO of RAILA ODINGA’s wife, MAMA IDA, when she was young – This is True beauty. https://t.co/OA0JrEFBOG"
"Limuru, Kenya",@MutichiloMike Starting getting to the term President Raila Odinga.  Prepare yourself with this.
Nairobi City... Kenya,This is Raila odinga speaking. Forget about #ODMTameSifuna https://t.co/ussZdILvct
Kenya,"Do people know your classmates or your the likes of Raila odinga,joho Hassan, Oscar sudi"
Moi University,"“Stopping BBI reggae has only strengthened Raila Odinga”
https://t.co/sgmwxxy1UH
#BBIJudgement 
#WhyRutoStoppedBBI 
#LamuPortGameChanger"
"Kabete, Kenya","@kaizen_ke @RailaOdinga your brain is fixated on raila odinga,the old man is at 76 and has nothing to loose."
Kenya,"@ahmednasirlaw You don't know all Lamu natives SC,do you?
If you do what is the name of the guy who ""distracted"" th… https://t.co/J0i5sEQW2K"
Nairobi,"DP Ruto to meet with Coast leaders in Mombasa:

For the last four years, Ruto has unleashed high octane charm offen… https://t.co/qpMdDQCWRC"
"Nairobi, Kenya",@EtalePhilip Raila Odinga is naked but Senior Cows John Mbadi and Junet Mohammed can't and won't cloth him.
Nairobi kenya,"let truth be told.
sifuna cannot win any political seat unless raila odinga 
 meanwhile continue subscribing to my… https://t.co/zmFdU47YaB"
Land of Cool💦,@Moha001_Onyango That's why Raila Odinga cannot speak with food in his mouth. Good for people of Kisumu.
"Kisii, Kenya","Raila odinga its not that you misplaced the ODM operation manual just show us the signal,
Uhuru Kenyatta myst know real violence"
"Migori, Kenya","""ODM leader Raila Odinga's sister Dr Wenwa Akinyi Odinga appointed as a member of the Kenya Medical Research Instit… https://t.co/eO6CVpVx8p"
"Rodi Kopany, Dhiwa ","You guys fear sales and marketing jobs.

Raila Odinga has succeeded in this

Joma Riek Somo The Star"
"Nairobi, Kenya",ODM leader Raila Odinga's sister Dr Wenwa Akinyi Odinga appointed as a member of the Kenya Medical Research Institu… https://t.co/YKOYPv41AC
Kenya,ODM leader Raila Odinga's sister Dr Wenwa Akinyi Odinga has been appointed as a member of the Kenya Medical Researc… https://t.co/aQoXPSak6F
,Former Prime Minister Raila Odinga's Sister Dr. Wenwa Akinyi Appointed To Government Board - https://t.co/t46fMuvsSg https://t.co/KLzNcjvUQZ
"Nairobi, Kenya",Former Prime Minister Raila Odinga's Sister Dr. Wenwa Akinyi Appointed To Government Board - https://t.co/GdIXdgVZRF https://t.co/CijTmH1sOK
Kenya,"When you see or read this kind of tweet, understand it in this Context:

Since Independence,

Kenya has been ruled… https://t.co/zk11OhdA6j"
"Nairobi, Kenya",Dr Wenwa Akinyi Odinga who is ODM leader Raila Odinga's sister has been appointed to be a board member of the Kenya… https://t.co/EKXFhuMFyS
Nairobi City... Kenya,"Waah. 
Omera,you have descented this low. 
Raila odinga has paid you to say this.... https://t.co/o9d1jVgiZV"
"Makueni, Kenya",@K24Tv The same elder who are coronating Justin muturi are same who coronated  Raila Odinga..nothing knew in Mt Kenya.
"Nairobi, Kenya",Uhuru knows how to bring back Raila Odinga. He will drive to Karen convince Baba to escort him launch some few proj… https://t.co/OYk1RhKdoq
"Nairobi, Kenya",President Kenyatta and  Raila Odinga are on the receiving end of the  judicial rod. This boldness in the affirmatio… https://t.co/XNWrGxsbGq
"Nairobi, Kenya",Reinventing The Political Wheel: Raila Odinga Crafting New Strategy after BBI shocker. https://t.co/VjdgSBBZMQ
"Nakuru, Kenya",@jmwassi @RailaOdinga @TheODMparty You mean you are more learned than Raila Amolo Odinga??😂😂
,@gpdkaluma @StateHouseKenya The people of Lake Region especially leaders have been taught to believe that they will… https://t.co/V2tdddEUU7
Kenya,@NationAfrica Taking cue from HC these people also wrote Mr Raila Odinga 🤣🤣🤣
"Mombasa, Kenya",Water availability country-wide could solve our food and poverty problems. President Raila Amollo Odinga should ele… https://t.co/ybTx88EMbF
"Nairobi, Kenya",Gov James Ongwae and Sen Janet Ongera after last election harassment and deaths of ODM supporters not even Raila Od… https://t.co/LQNt7UrZwy
Africa,"On Tuesday, Sifuna also made utterances that revealed the end of the close ties between Uhuru and Opposition leader… https://t.co/S9H666YrlR"
"Kilimani, Kenya","A reminder that Raila Odinga once praised Fred Matiang'i by saying ""Matiang'i is my son... He takes advise from me.… https://t.co/62jhBb5QHL"
Turn Notification ON ,OPINION: What are Raila Odinga Chances of Winning in 2022? https://t.co/MZehIabqb0 #MasculinitySaturday… https://t.co/BtXZfjJqfH
,@RobertAlai Did you mean Raila Odinga?
"Busia, Kenya",@citizentvkenya Which was started by his brother Right Honorable Raila Odinga in 2011
Kenya,"In all his public appearances the president has made since then, Matiang'i appears to have received a warm welcome… https://t.co/Tp1BBPvttq"
Kenya,@gpdkaluma @StateHouseKenya If Raila Odinga announced in Kisumu that for him to become president every luo family m… https://t.co/9YbiyqjGHr
,Raila odinga will never be the president of Kenya
Kenya,"The elections were boycotted by President Uhuru’s main challenger, Raila Odinga- who is now with both Bondo feet fi… https://t.co/xNKYu2GIwc"
,"""Those who are doing coronation to Speaker Justin Muturi as Mt Kenya spokesperson are the same BROKERS who coronate… https://t.co/QVUoYKgHIb"
Kenya,"""Those who are doing coronation to Speaker Justin Muturi as Mt Kenya spokesperson are the same BROKERS who coronate… https://t.co/xnLZytaYbm"
Mlimwengu,"Snowball-Raila Odinga
Challenged Napoleon for control of Animal Farm after 2017 Election sage. Is intelligent, pass… https://t.co/J7T4xAsc7m"
Turn Notification ON ,Quit the Handshake if Unsatisfied -David Murathe Dares Raila Odinga. https://t.co/Sqjon5vc2j #MajiMashinani… https://t.co/9ohuV6xv00
"Nairobi, Kenya",We want our UHURU back! – MOSES KURIA tells RAILA ODINGA as RUTO continues dividing Mt Kenya region | E! NEWS Blog… https://t.co/yFNVIqphVK
"Bungoma, Kenya",@RneemaKipchumba @DavidNdii @marthaka I now believe that Babu owino or Oburu Odinga becomes chairman of the IEBC Ra… https://t.co/X0HbYqBXyR
,"@WilliamsRuto It isn’t Uhuru, problem of Mt. Kenya region. You heard humiliation that greeted Jaramogi Odinga after… https://t.co/isc4Mt4KVu"
Turn Notification ON ,David Ndii: Raila Odinga's Political Career Will End On The Wrong Side Of History. https://t.co/k8cxx26QMy
,"@SiambeG @DrMercyKorir 17.  JARIT

If Raila Odinga was really a Luo elder,  he would know that PALESTINIANS are des… https://t.co/ACLP4ynmia"
,"@SiambeG @DrMercyKorir 16.  The Luo society is a DEMOCRACY.  It means that in the Luo world and psyche, all human b… https://t.co/mewnej24R8"
,"I've got a feeling that Raila Odinga will soon dump Uhuru and BBI..

It's never too late to put things in order."
,@SiambeG @DrMercyKorir 11.  Kenyatta and his fellow  ZIONIST FREEMASON Raila Odinga are diverting all attention to… https://t.co/B8Fr0FMK72
,"@SiambeG @DrMercyKorir 10.  PALESTINE

Raila Odinga uses diversion to cover atrocious acts being perpetrated by the… https://t.co/VbJgPFDEOf"
"Thika, Kenya",@wambo_onyango 😂😂we can be good friends. This club teaches us on perseverance. Look at Raila Odinga in his quest for presidency 😂😂😂
,"@SiambeG @DrMercyKorir 6.  FRAUD

Raila Odinga and Kenyatta BBI is a FRAUDULENT project to create these five abnorm… https://t.co/3caxI4QCeo"
"Nairobi, Kenya",“The public interest was never considered. The larger public was completely ignored. This was an enter president an… https://t.co/y5knpgaPlJ
Right here,@OliverMathenge Raila Odinga was canned by an old Mzee in Msambweni in 2014😂😂 https://t.co/xpK2WwPNIu
"Nairobi, Kenya",Ferdinand Waititu Aka Baba Yao correctly predicted about the ILL motives of Raila Odinga who wanted to DISMANTLE Th… https://t.co/UQ1lyG9Dh3
"Nairobi, Kenya",We want our UHURU back! – MOSES KURIA tells RAILA ODINGA as RUTO continues dividing Mt Kenya region | E! NEWS Blog… https://t.co/hhAd0Epw7V
Mumias,@RailaOdinga Raila Odinga is the worst political partner you can shop for! A man who is easily carried away by simp… https://t.co/OJQrrSelXE
Kenya,Staying close to a king is the mistake Raila Odinga has made that Will benefit Ruto. It has exposed him to all mann… https://t.co/NsSk6wYSmn
"Mombasa, Kenya",@ItsMutai The way you are working for Raila Odinga!
,"Raila Odinga early this afternoon, when he received an award from Mizani Africa in appreciation for his contributio… https://t.co/sDuvU0NsrG"
"Llanfair Pwllgwyngyll, Wales","Congratulations Raila Odinga 

What they won't tell you is that the Lamu Port was started by by Raila as Prime Mini… https://t.co/6meic3tnzA"
Nairobi,"@ClintonMurila What about Raila Odinga who you so avidly support?...He has always received Luhya Votes
What has he… https://t.co/n8bSkk9ImS"
"Embu, Kenya",@RobertAlai Don't forget it's in the very same region where Raila Odinga was flogged by an old man. Were it not for… https://t.co/dsV6qQ32B2
,@ItsMutai @RobertAlai Coz everyone is not a cow to work for Raila odinga. PERIOD
"Nairobi, KENYA","First thief of harbors and airports, Uhuru Kenyatta, commissions the 1st berth of the Lamu Port without the AU mini… https://t.co/unltcp665t"
,@OleItumbi @WilliamsRuto Denis Itumbi we know that if you mention the name Raila Amollo Odinga in a tweet that is p… https://t.co/hwj8yQjPBe
,@OleItumbi @WilliamsRuto Lies..Lamu port was designed longtime before Jubilee even thought of coming to con Kenyans… https://t.co/OxoHwfVySb
"Nairobi, Kenya",We want our UHURU back! – MOSES KURIA tells RAILA ODINGA as RUTO continues dividing Mt Kenya region https://t.co/hbHCHvFHGZ
🌍,They have realised all along they were conned through BBI 17th century slavery ideas. Uhuru + Ruto had 20 yrs polit… https://t.co/iRakKTg1DV
,@StateHouseKenya AU High Representative for infrastructure Development Raila Odinga is not around today?He is our I… https://t.co/OSbOJsvxxk
,@ntvkenya Raila Odinga's family venture BBI is more important than education of Kenyan students.
"Kilimani Ward, Nairobi, Kenya ","A reminder that Raila Odinga once praised Fred Matiang'i by saying ""Matiang'i is my son... He takes advise from me.… https://t.co/6W31KyGLtg"
,"@allancoriace @ahmednasirlaw @DonaldBKipkorir It isn’t Uhuru, problem of Mt. Kenya region. You heard humiliation th… https://t.co/rRKGUWWsbi"
,@OtotoHaron Raila Odinga will never become president of KENYA FOREVER. Stop dreaming. Kunywa maji bana.
,Miguna Miguna has celebrated Raila Odinga's win in Bonchari  by-elections with a mockery. On his social media pages… https://t.co/OFr85Q4Btb
"Nairobi, Kenya",At the Mudavadi and Wetangula will be in the same political coalition with Raila Odinga in 2022.
,@BrianOngere Raila Odinga is tired and punctured. He needs Matiangi more than he needs him. Raila is a limping dog.
,"Just like 2002 , Raila betrayed Nyachae, Now he's digging Matiangi's political grave by sponsoring #SackMatiangi. K… https://t.co/kMo1HgWY9G"
"Machakos, Kenya",I steadly support Hon Raila odinga for  presidency 2022 not unless he accepts another golden handshake.kioko
"Thika, Kenya",@Wa_gacanja @mkuyule @HarunKaranja15 @Vincent78315487 @makaumutua @HonMoses_Kuria They were voting Raila odinga out… https://t.co/C7WkOO0s4P
"Nairobi, Kenya","ODM party distances itself from the news going round that Raila Odinga wants Matiang'i fired. 

#SackMatiangi"
"Nyamira, Kenya","Raila Odinga blocked Mzee Nyachae Presidential bid in 2002 and Now Matiang'i. History repeating itself 

This man h… https://t.co/OCpKNaLWmb"
"Nairobi, Kenya","Actually, put correctly, Lamu Port was initiated by the COALITION Government of Mwai Kibaki and Raila Odinga in 201… https://t.co/TrgQxhELCh"
